Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
30700,"AMAGASA Co.,Ltd.",Growth,Wholesale Trade,January,January,,,Stock prices,2000/04/10
30710,"Stream Co.,Ltd.",Standard,Retail Trade,January,January,,,Stock prices,1999/07/23
30730,"DD GROUP Co.,Ltd.",Prime,Retail Trade,February,February,,,Stock prices,2002/12/16
30750,"Choushimaru Co.,Ltd.",Standard,Retail Trade,May,May,,,Stock prices,1977/11/02
30760,Ai Holdings Corporation,Prime,Wholesale Trade,June,June,,,Stock prices,2007/04/02
30770,"Horiifoodservice Co.,Ltd.",Standard,Retail Trade,March,March,,,Stock prices,1993/07/01
30790,DVx Inc.,Standard,Wholesale Trade,March,March,,,Stock prices,1986/04/01
30800,"JASON CO.,LTD.",Standard,Retail Trade,February,February,,,Stock prices,1973/07/02
30820,"KICHIRI HOLDINGS & Co.,Ltd.",Standard,Retail Trade,June,June,,,Stock prices,2000/11/03
30830,"C'sMEN Co.,Ltd.",Standard,Retail Trade,February,February,,,Stock prices,1989/03/01
30860,"J.FRONT RETAILING Co.,Ltd.",Prime,Retail Trade,February,February,,,Stock prices,2007/09/03
30870,"DOUTOR・NICHIRES Holdings Co.,Ltd.",Prime,Retail Trade,February,February,,,Stock prices,2007/10/01
30880,MatsukiyoCocokara & Co.,Prime,Retail Trade,March,March,,,Stock prices,2007/10/01
30890,"Techno Alpha Co.,Ltd.",Standard,Wholesale Trade,November,November,,,Stock prices,1989/12/22
30910,"BRONCO BILLY Co.,LTD.",Prime,Retail Trade,December,December,,,Stock prices,1982/03/12
30920,"ZOZO,Inc.",Prime,Retail Trade,March,March,,,Stock prices,1998/05/21
30930,"Treasure Factory Co.,LTD.",Prime,Retail Trade,February,February,,,Stock prices,1995/05/25
30940,"SUPER VALUE CO.,LTD.",Standard,Retail Trade,February,February,,,Stock prices,1996/03/18
30960,OCEAN SYSTEM CORPORATION,Standard,Retail Trade,March,March,,,Stock prices,1973/03/27
30970,The Monogatari Corporation,Prime,Retail Trade,June,June,,,Stock prices,1969/09/04
30990,Isetan Mitsukoshi Holdings Ltd.,Prime,Retail Trade,March,March,,,Stock prices,2008/04/01
31010,"TOYOBO CO.,LTD.",Prime,Textiles & Apparels,March,March,,,Stock prices,1914/06/26
31030,UNITIKA LTD.,Prime,Textiles & Apparels,March,March,,,Stock prices,1889/06/19
31040,"Fujibo Holdings,Inc.",Prime,Textiles & Apparels,March,March,,,Stock prices,1896/03/24
31050,Nisshinbo Holdings Inc.,Prime,Electric Appliances,December,December,,,Stock prices,1907/01/26
31060,KURABO INDUSTRIES LTD.,Prime,Textiles & Apparels,March,March,,,Stock prices,1888/03/09
31070,"Daiwabo Holdings Co.,Ltd.",Prime,Wholesale Trade,March,March,,,Stock prices,1941/05/12
31090,SHIKIBO LTD.,Prime,Textiles & Apparels,March,March,,,Stock prices,1892/08/05
31100,"NITTO BOSEKI CO.,LTD.",Prime,Glass & Ceramics Products,March,March,,,Stock prices,1918/04/18
31110,"OMIKENSHI CO.,LTD.",Standard,Textiles & Apparels,March,March,,,Stock prices,1917/08/13
31130,UNIVA Oak Holdings Limited,Standard,Securities & Commodity Futures,March,March,,,Stock prices,1918/02/22
31160,TOYOTA BOSHOKU CORPORATION,Prime,Transportation Equipment,March,March,,,Stock prices,1950/05/15
31210,"MBK Co.,Ltd.",Standard,Services,October,October,,,Stock prices,1947/03/17
31230,"SAIBO Co.,Ltd.",Standard,Textiles & Apparels,March,March,,,Stock prices,1948/06/15
31310,SHINDEN HIGHTEX CORPORATION,Standard,Wholesale Trade,March,March,,,Stock prices,1995/06/06
31320,"MACNICA HOLDINGS,INC.",Prime,Wholesale Trade,March,March,,,Stock prices,2015/04/01
31330,"kaihan co.,Ltd.",Growth,Retail Trade,March,March,,,Stock prices,2003/05/14
31340,Hamee Corp.,Standard,Retail Trade,April,April,,,Stock prices,1998/05/22
31350,"MarketEnterprise Co.,Ltd",Prime,Retail Trade,June,June,,,Stock prices,2006/07/07
31370,"Fundely Co.,Ltd.",Growth,Retail Trade,March,March,,,Stock prices,2000/09/25
