Code,Issue name,Market Segment,Industry,Fiscal year-end,Fiscal year-end.1,"Alerts, etc.",Basic information,Stock prices,Date of incorporation
71630,"SBI Sumishin Net Bank,Ltd.",Standard,Banks,March,March,,,Stock prices,1986/06/03
71640,"ZENKOKU HOSHO Co.,Ltd.",Prime,Other Financing Business,March,March,,,Stock prices,1981/02/19
71670,"Mebuki Financial Group,Inc.",Prime,Banks,March,March,,,Stock prices,2008/04/01
71700,"CHUOU INTERNATIONAL GROUP CO.,LTD.",TOKYO PRO Market,Insurance,December,December,,,Stock prices,1992/01/17
71720,"Japan Investment Adviser Co.,Ltd.",Prime,Securities & Commodity Futures,December,December,,,Stock prices,2006/09/01
71730,"Tokyo Kiraboshi Financial Group,Inc.",Prime,Banks,March,March,,,Stock prices,2014/10/01
71750,"The Imamura Securities Co.,Ltd.",Standard,Securities & Commodity Futures,March,March,,,Stock prices,1944/07/31
71760,"Simplex Financial Holdings Co.,Ltd.",TOKYO PRO Market,Securities & Commodity Futures,March,March,,,Stock prices,2006/10/06
71770,"GMO Financial Holdings,Inc.",Standard,Securities & Commodity Futures,December,December,,,Stock prices,2012/01/04
71800,"Kyushu Financial Group,Inc.",Prime,Banks,March,March,,,Stock prices,2015/10/01
71810,"JAPAN POST INSURANCE Co.,Ltd.",Prime,Insurance,March,March,,,Stock prices,2006/09/01
71820,"JAPAN POST BANK Co.,Ltd.",Prime,Banks,March,March,,,Stock prices,2006/09/01
71830,"Anshin Guarantor Service Co.,Ltd.",Standard,Other Financing Business,March,March,,,Stock prices,2002/12/16
71840,"THE FIRST BANK OF TOYAMA,LTD.",Prime,Banks,March,March,,,Stock prices,1944/10/01
71850,Hirose Tusyo Inc.,Standard,Securities & Commodity Futures,March,March,,,Stock prices,2004/03/18
71860,"Concordia Financial Group,Ltd.",Prime,Banks,March,March,,,Stock prices,2016/04/01
71870,"J-LEASE CO.,LTD.",Prime,Other Financing Business,March,March,,,Stock prices,2004/02/27
71890,"Nishi-Nippon Financial Holdings,Inc.",Prime,Banks,March,March,,,Stock prices,2016/10/03
71910,Entrust Inc.,Standard,Other Financing Business,March,March,,,Stock prices,2006/03/09
71920,Mortgage Service Japan Limited,Standard,Other Financing Business,March,March,,,Stock prices,2005/08/12
71960,Casa Inc.,Standard,Other Financing Business,January,January,,,Stock prices,2013/08/27
71980,SBI ARUHI Corporation,Prime,Other Financing Business,March,March,,,Stock prices,2014/05/20
71990,"Premium Group Co.,Ltd.",Prime,Other Financing Business,March,March,,,Stock prices,2015/05/25
72010,"NISSAN MOTOR CO.,LTD.",Prime,Transportation Equipment,March,March,,,Stock prices,1933/12/26
72020,ISUZU MOTORS LIMITED,Prime,Transportation Equipment,March,March,,,Stock prices,1937/04/09
72030,TOYOTA MOTOR CORPORATION,Prime,Transportation Equipment,March,March,,,Stock prices,1937/08/27
72050,"HINO MOTORS,LTD.",Prime,Transportation Equipment,March,March,,,Stock prices,1942/05/01
72080,KANEMITSU CORPORATION,Standard,Transportation Equipment,March,March,,,Stock prices,1950/12/27
72110,MITSUBISHI MOTORS CORPORATION,Prime,Transportation Equipment,March,March,,,Stock prices,1970/04/22
